Stamp,global vel x [m/s],global vel y [m/s],velocity [km/h]
0.0,0.0592,-15.6171,56.221963937308345
0.0999903678894043,-0.3371,-22.0361,79.33924175006464
0.19998764991760254,-0.3371,-22.0361,79.33924175006464
0.28998684883117676,-1.235,-31.6186,113.91375570510175
0.3899877071380615,-2.3614,-28.3727,102.49487131383697
0.49999213218688965,-2.7574,-28.3199,102.43375947596184
0.6000015735626221,-3.6679,-27.0135,98.14095698368546
0.6899874210357666,-3.9596,-26.3338,95.86736155551586
0.7899889945983887,-5.3392,-26.1218,95.98274415104416
0.8901045322418213,-5.5418,-25.626,94.3861661748712
0.9900555610656738,-6.1209,-25.9329,95.92366820076889
1.089991807937622,-6.5004,-25.0256,93.08181716930112
1.1899909973144531,-7.2834,-24.8278,93.14665687218194
1.3000426292419434,-8.2828,-25.3415,95.97875452018744
1.3900129795074463,-8.2831,-24.3515,92.59808129905069
1.4899911880493164,-8.6388,-23.8311,91.25486560586235
1.5900044441223145,-9.7403,-24.153,93.75500763184013
1.6899914741516113,-10.4277,-24.1,94.53321203512765
1.7899880409240723,-10.876,-23.0069,91.61309138974408
1.8899896144866943,-11.768,-23.0925,93.30526227410756
1.989989995956421,-12.4403,-22.9357,93.93223028118092
2.089991569519043,-12.9595,-22.7368,94.2148760005043
2.2000045776367188,-13.9461,-22.4429,95.12297280066052
2.2899909019470215,-14.2163,-21.8471,93.83501784907382
2.3899922370910645,-14.3396,-21.404,92.74841917959357
2.4899911880493164,-15.2658,-21.1048,93.76996179765032
2.5899906158447266,-15.8365,-20.8234,94.18034300605196
2.6900572776794434,-16.1962,-20.2117,93.24136988931899
2.800060510635376,-16.6625,-20.0275,93.78947716028702
2.890028715133667,-16.8756,-19.5322,92.92552690252556
2.9899919033050537,-18.3967,-19.4558,96.39444356345858
3.089995861053467,-18.4154,-18.4982,93.96692115198837
3.199988603591919,-19.1259,-18.2492,95.16764279308383
3.299992322921753,-19.8317,-17.696,95.68450157645387
3.389993190765381,-19.5438,-17.1029,93.49396887915285
3.489990711212158,-19.9857,-16.6021,93.53475695453535
3.5899927616119385,-21.112,-16.0152,95.3968193836587
3.6899869441986084,-21.3599,-15.1484,94.27047673257624
3.790003538131714,-21.7342,-14.4853,94.02820736279514
3.8899900913238525,-21.8308,-14.1778,93.71027790792641
3.990002155303955,-23.0468,-13.9499,96.98340536009242
4.090002775192261,-22.7315,-13.0835,94.42018786213042
4.189988613128662,-23.0627,-12.7011,94.78370482102923
4.289988994598389,-23.5013,-12.1975,95.32118232010345
4.389990329742432,-23.2583,-11.1681,92.88244018887531
4.499991178512573,-24.674,-11.1068,97.41092329831599
4.589989900588989,-24.0109,-10.0994,93.77438211602997
4.689991235733032,-24.5666,-9.3251,94.59682985907722
4.789990186691284,-24.9316,-8.7996,95.1801901543131
4.889991283416748,-24.9485,-8.0814,94.40904273215358
4.9899914264678955,-25.2277,-7.5146,94.76319192298241
5.099987745285034,-26.1801,-6.8033,97.37867091218692
5.189992189407349,-25.5989,-6.2974,94.90360175721045
5.289989948272705,-25.7075,-5.707,94.80006567529371
5.3899924755096436,-25.954,-4.8455,95.04879411018322
5.489994764328003,-26.1085,-4.2366,95.22000352582225
5.589987516403198,-26.0044,-3.3667,94.3971546590256
5.6899871826171875,-26.0868,-2.7694,94.44020123536374
5.78998875617981,-26.2589,-1.7755,94.74788490410538
5.890045404434204,-26.1715,-0.8864,94.27142302437998
5.999991178512573,-25.3213,-0.3541,91.1655928609034
6.099988698959351,-26.9652,-0.3183,97.08148280724188
6.189992189407349,-26.0532,0.4567,93.80592920751226
6.289990186691284,-25.8145,1.4928,93.08745636597017
6.389990568161011,-26.1042,1.6765,94.16872746392191
6.489989519119263,-26.0935,2.132,94.24963402899769
6.589991092681885,-26.3077,3.2861,95.44370163190446
6.689993143081665,-26.1434,4.1042,95.2689393388632
6.789988040924072,-25.8242,5.1525,94.79952954574406
6.899986743927002,-26.3022,6.0384,97.15118770361995
6.9899890422821045,-25.3912,6.5968,94.44295245031681
7.08998703956604,-25.3473,7.2005,94.86070480087317
7.18998646736145,-25.2885,7.716,95.182045322214
7.289999008178711,-24.9295,8.357,94.65463366090431
7.389987230300903,-24.938,9.3735,95.90918541724771
7.490000009536743,-24.5958,10.1249,95.75370504760637
7.589989423751831,-24.2136,10.4571,94.95059649731117
7.689986944198608,-24.0984,10.6472,94.84450919891991
7.789989709854126,-23.5731,11.3434,94.17725002633703
7.889986991882324,-23.4234,12.19,95.05989116119164
7.989986181259155,-23.256,13.1547,96.18723500780341
8.089990854263306,-23.007,13.5045,96.03930787693132
8.189998626708984,-22.4654,13.9526,95.20412491695514
8.289989233016968,-21.7176,14.6918,94.39301168794223
8.38998794555664,-21.0718,15.1409,93.41064286433318
8.490000247955322,-21.4131,16.1938,96.64910620511708
8.58999752998352,-20.75,16.5172,95.47675073066951
8.690069437026978,-20.4988,16.8545,95.5374462349837
8.789998054504395,-20.0057,17.5644,95.83955806897276
8.889986753463745,-19.2807,18.6098,96.46858467371021
8.989991903305054,-18.5622,19.0529,95.76055943633581
9.089991569519043,-18.2208,19.2589,95.44432959990867
9.189990758895874,-18.2036,19.8067,96.84444421512264
9.289989233016968,-17.1597,20.1206,95.19899304043084
9.389996528625488,-16.9911,20.304,95.31165008497963
9.489990472793579,-16.4433,21.0378,96.12547020816491
9.590058088302612,-15.5143,21.5178,95.49906548462556
9.6899893283844,-15.5592,22.3807,98.12786711839202
9.789990663528442,-14.4486,22.0632,94.94359903201479
9.889990091323853,-14.46,22.5862,96.54633744737498
9.98999810218811,-13.6543,22.9199,96.04390636328782
10.100055456161499,-13.2887,24.1977,99.38336027434775
10.19005560874939,-12.4695,23.6548,96.26469962056912
10.299990177154541,-12.1358,24.3622,97.9831404835587
10.389991044998169,-11.6371,24.1211,96.41345507031266
10.490110158920288,-11.0896,24.0724,95.41424066753977
10.590048789978027,-11.0896,24.0724,95.41424066753977
10.690056085586548,-9.5392,24.7065,95.34275497600434
10.790053606033325,-9.5392,24.7065,95.34275497600434
10.890057563781738,-9.2595,24.9428,95.78176075165041
10.989991188049316,-8.5027,26.107,98.84418433837371
11.090131521224976,-7.963,26.1656,98.46167772786325
11.190064430236816,-7.3717,25.3277,94.9632199981277
11.289990901947021,-7.4007,26.1282,97.76192212032659
11.389991760253906,-7.3412,26.157,97.80358372300272
11.489991664886475,-6.2899,25.6487,95.07126670004982
11.590131282806396,-6.271,25.6914,95.20441289920126
11.690112590789795,-5.8055,26.5494,97.83621588709163
11.7899911403656,-5.5935,26.8356,98.68444273615573
11.890009880065918,-5.0829,26.5074,97.16520224917561
11.990004777908325,-4.6613,26.6509,97.39967414196003
12.08998990058899,-4.3905,27.3829,99.8375287478291
12.189991474151611,-3.8535,26.9171,97.88953652558378
12.2899911403656,-3.6453,27.2394,98.93603839285258
12.39005446434021,-3.4151,27.0345,98.0976615085681
12.489995241165161,-2.8799,27.2141,98.51780435102681
12.589989423751831,-2.8895,27.1397,98.25510847465591
12.689988851547241,-2.5751,26.9267,97.37839049390784
12.789990186691284,-1.7068,27.2761,98.38601737519413
12.889989137649536,-1.4378,26.824,96.70502268820582
12.989987134933472,-1.1856,27.777,100.08824705041846
13.08998990058899,-1.4533,28.3384,102.15230717429735
13.1899893283844,-0.8172,27.2074,97.99081171505827
13.289987564086914,-1.0139,28.0163,100.92470521801886
13.389987707138062,-1.0139,28.0163,100.92470521801886
13.489997625350952,-1.2056,27.1849,97.96183175826798
13.589990377426147,-1.6731,27.7863,100.21185258066033
13.6899893283844,-0.7486,27.013,97.28413498429023
13.7899911403656,-0.6237,27.4888,98.985149025522
13.899989604949951,-0.7735,27.7568,99.96327175733295
13.99998950958252,0.0783,27.3021,98.28796420258179
14.08998966217041,-0.3759,27.19,97.89335378102847
14.19999074935913,-1.2572,28.0157,100.95801889080828
14.299991130828857,-1.0133,27.255,98.18578793539521
14.38999056816101,-1.0133,27.255,98.18578793539521
14.49998950958252,-1.1118,27.7539,99.99417600676553
14.599993228912354,-1.053,27.0469,97.44260447866529
14.699987173080444,-1.2763,27.2584,98.23774776917476
14.800007343292236,-0.546,26.5701,95.67255383300687
14.900007486343384,-0.546,26.5701,95.67255383300687
14.990015745162964,-0.1967,26.8262,96.57691606899033
15.099995374679565,-0.4423,26.8916,96.82285363929324
15.199988603591919,-0.5528,27.1593,97.79373093259507
15.289987087249756,-0.2331,27.7149,99.77716887322069
15.389989852905273,-0.2056,26.1657,94.19942790132009
15.489988803863525,-0.4847,26.6153,95.83096733943992
15.589989423751831,0.219,26.9246,96.93176630100992
15.689989566802979,0.219,26.9246,96.93176630100992
15.789992332458496,0.219,26.9246,96.93176630100992
15.889989376068115,0.1485,26.7095,96.15568612827845
15.990050554275513,-1.4206,26.7038,96.26961650930163
16.09005570411682,-1.4206,26.7038,96.26961650930163
16.189990997314453,-1.0327,26.3486,94.92778770518146
16.289990663528442,-0.7571,26.3414,94.8682007030554
16.389989137649536,-0.9568,26.2828,94.68075572869495
16.49002194404602,-0.408,26.0596,93.82605736912109
16.58999013900757,-0.0114,26.1934,94.29624893079894
16.6899893283844,-0.0114,26.1934,94.29624893079894
16.790091276168823,-0.0114,26.1934,94.29624893079894
16.889992713928223,-0.0114,26.1934,94.29624893079894
16.98999524116516,-0.2887,26.0566,93.80951751394952
17.09008479118347,-0.5822,25.5018,91.8304015598146
17.189993381500244,-0.5822,25.5018,91.8304015598146
17.290006399154663,-0.5822,25.5018,91.8304015598146
17.389992237091064,-0.5822,25.5018,91.8304015598146
17.489991664886475,-0.6563,25.0332,90.15048608750149
17.589995861053467,-0.4321,25.6377,92.30882784020172
17.68998908996582,-0.4321,25.6377,92.30882784020172
17.789990425109863,-0.4321,25.6377,92.30882784020172
17.889989614486694,-0.4321,25.6377,92.30882784020172
17.990046501159668,-0.4321,25.6377,92.30882784020172
18.060043573379517,-0.4321,25.6377,92.30882784020172
